"Fundo";"Imagem";"PDF";"Autor";"Titulo";"Titulos atríbuidos";"Notas de edição";"Idioma";"Edição / Descrição geral";"Categoria";"Subcategoria";"Legendas";"Descrição Material";"Dimensões";"Bibliografia";"Publicações";"Exposições";"Itens relacionados";"Bloco de notas";"Cota";"Local de conservação";"Estado de conservação";"Proprietário";"Historial";"Datas relacionadas";"Notas à data";"Dedicatário";"Destinatário";"Data";"Locais";"Palavras chave";"Nomes relacionados";"Data inventario";"Inventariante"
"Almada Negreiros e Sarah Affonso";"1548";"/images/NAeSA/MB_AN_111.jpg";"";"Negreiros, José de Almada";"Estudo para a decoração da fachada da Reitoria da Universidade de Lisboa ";"Estudo para a decoração da fachada da Reitoria da Universidade de Lisboa ";"";"";"Estudo para a Cidade Universitária - Reitoria da Universidade de Lisboa (projecto do arquitecto Pardal Monteiro)";"Arte";"Desenho";"";"Estudo a lápis sobre papel vegetal";"97 cm x 30 cm sem moldura.";"A.M. Pascoal,  A Cidade do Saber. Estudo do Património Artístico Integrado nos Edifícios Projectados pelo Arquitecto Porfírio Pardal Monteiro para a Cidade Universitária de Lisboa (1934-1961) , Dissertação de Mestrado em Arte, Património e Teoria do Resta";"";"";"";"Crédito fotográfico e pré-inventário Nicole de Oliveira Marques.  ";"MB_AN_111";"Informação Protegida";"Regular. Apresenta algumas manchas.";"Colecção Particular";"";"1961";"";"";"";"1961";"Lisboa";"Arte";"Monteiro, Pardal Negreiros, José de Almada";"";"Gonçalo Rodrigues"
"Almada Negreiros e Sarah Affonso";"1550";"/images/NAeSA/MB_AN_112.jpg";"";"Negreiros, José de Almada";"Estudo para a decoração da fachada da Reitoria da Universidade de Lisboa ";"Estudo para a decoração da fachada da Reitoria da Universidade de Lisboa ";"";"";"Estudo para a Cidade Universitária - Reitoria da Universidade de Lisboa (projecto do arquitecto Pardal Monteiro)";"Arte";"Desenho";"";"Estudo a lápis sobre papel vegetal";"99 cm x 30,5 cm sem moldura.";"A.M. Pascoal,  A Cidade do Saber. Estudo do Património Artístico Integrado nos Edifícios Projectados pelo Arquitecto Porfírio Pardal Monteiro para a Cidade Universitária de Lisboa (1934-1961) , Dissertação de Mestrado em Arte, Património e Teoria do Resta";"";"";"";"Crédito fotográfico e pré-inventário Nicole de Oliveira Marques.  Representações das figuras que pertencem aos signos do zodíaco - 'Caranguejo ou Câncer' - em forma animalesca de um caranguejo; 'Leão', forma animalesca de um leão; e 'Virgem', figura femin";"MB_AN_112";"Informação Protegida";"Regular. Apresenta algumas manchas.";"Colecção Particular";"";"1961";"";"";"";"1961";"Lisboa";"Arte";"Negreiros, José de Almada  Monteiro, Pardal";"";"Gonçalo Rodrigues"
"Almada Negreiros e Sarah Affonso";"1552";"/images/NAeSA/MB_AN_113.jpg";"";"Negreiros, José de Almada";"Estudo para a decoração da fachada da Reitoria da Universidade de Lisboa ";"Estudo para a decoração da fachada da Reitoria da Universidade de Lisboa ";"";"";"Estudo para a Cidade Universitária - Reitoria da Universidade de Lisboa (projecto do arquitecto Pardal Monteiro)";"Arte";"Desenho";"";"Estudo a lápis sobre papel vegetal";"99 cm x 32,5 cm sem moldura.";"A.M. Pascoal,  A Cidade do Saber. Estudo do Património Artístico Integrado nos Edifícios Projectados pelo Arquitecto Porfírio Pardal Monteiro para a Cidade Universitária de Lisboa (1934-1961) , Dissertação de Mestrado em Arte, Património e Teoria do Resta";"";"";"";"Crédito fotográfico e pré-inventário Nicole de Oliveira Marques.  Representações das figuras que pertencem aos signos do Zodíaco - 'Balança / Libra' - em forma de balança ou escala; 'Escorpião', forma animalesca de um escorpião; e 'Sagitário', figura mórf";"MB_AN_113";"Informação Protegida";"Regular. Apresenta algumas manchas.";"Colecção Particular";"";"1961";"";"";"";"1961";"Lisboa";"Arte";"Negreiros, José de Almada  Monteiro, Pardal";"";"Gonçalo Rodrigues"
"Almada Negreiros e Sarah Affonso";"1553";"/images/NAeSA/MB_AN_114.jpg";"";"Negreiros, José de Almada";"Estudo para a decoração da fachada da Reitoria da Universidade de Lisboa ";"Estudo para a decoração da fachada da Reitoria da Universidade de Lisboa ";"";"";"Estudo para a Cidade Universitária - Reitoria da Universidade de Lisboa (projecto do arquitecto Pardal Monteiro)";"Arte";"Desenho";"";"Estudo a lápis sobre papel vegetal";"99,5 cm x 31 cm sem moldura.";"A.M. Pascoal,  A Cidade do Saber. Estudo do Património Artístico Integrado nos Edifícios Projectados pelo Arquitecto Porfírio Pardal Monteiro para a Cidade Universitária de Lisboa (1934-1961) , Dissertação de Mestrado em Arte, Património e Teoria do Resta";"";"";"";"Crédito fotográfico e pré-inventário Nicole de Oliveira Marques.  Representações das figuras que pertencem aos signos do zodíaco - 'Capricórnio' - em forma animalesca de cabra ou bode; 'Aquário', homem nu carregando um recipiente com água; e 'Peixes', rep";"MB_AN_114";"Informação Protegida";"Regular.  ";"Colecção Particular";"";"1961";"";"";"";"1961";"Lisboa";"Arte";"Negreiros, José de Almada  Monteiro, Pardal";"";"Gonçalo Rodrigues"
"Almada Negreiros e Sarah Affonso";"1558";"/images/NAeSA/MB_AN_119.jpg";"";"Negreiros, José de Almada";"Estudo para a decoração da fachada da Reitoria da Universidade de Lisboa ";"Estudo para a decoração da fachada da Reitoria da Universidade de Lisboa ";"";"";"Estudo para as gravuras da Cidade Universitária - Reitoria da Universidade de Lisboa (projecto do arquitecto Pardal Monteiro)";"Arte";"Desenho";"'America; Europa; Asia; Africa; Oceania;' 0,46 x 0,125";"Estudo a lápis de cores sobre papel vegetal";"36,5 cm x 12 cm sem moldura.";"A.M. Pascoal,  A Cidade do Saber. Estudo do Património Artístico Integrado nos Edifícios Projectados pelo Arquitecto Porfírio Pardal Monteiro para a Cidade Universitária de Lisboa (1934-1961) , Dissertação de Mestrado em Arte, Património e Teoria do Resta";"";"";"";"Crédito fotográfico e pré-inventário Nicole de Oliveira Marques.     ";"MB_AN_119";"Informação Protegida";"Regular.  ";"Colecção Particular";"";"1961";"";"";"";"1961";"Lisboa";"Arte";"Negreiros, José de Almada  Monteiro, Pardal";"";"Gonçalo Rodrigues"
"Almada Negreiros e Sarah Affonso";"1563";"/images/NAeSA/MB_AN_124.jpg";"";"Negreiros, José de Almada";"Estudo para a decoração da fachada da Faculdade de Letras: «Prometeu Agrilhoado» e «D. Quixote de la Mancha»";"Estudo para a decoração da Faculdade de Letras: «Prometeu Agrilhoado» e «D. Quixote de la Mancha»";"";"";"Estudo para as gravuras da Cidade Universitária - Faculdade de Letras da Universidade de Lisboa: «Prometeu Agrilhoado» (Ésquilo) e «D.Quixote de la Mancha (Miguel de Cervantes); (projecto do arquitecto Pardal Monteiro).";"Arte";"Desenho";"";"Estudo a lápis e esferográfica preta e verde sobre papel vegetal.";"75 x 50 cm ";"A.M. Pascoal,  A Cidade do Saber. Estudo do Património Artístico Integrado nos Edifícios Projectados pelo Arquitecto Porfírio Pardal Monteiro para a Cidade Universitária de Lisboa (1934-1961), Dissertação de Mestrado em Arte, Património e Teoria do Resta.";"";"";"";"Crédito fotográfico e pré-inventário Nicole de Oliveira Marques.     ";"MB_AN_124";"Informação Protegida";"Regular.  ";"Colecção Particular";"";"";"Data atribuída de acordo com o período dos trabalhos de decoração para a Cidade Universitária.";"";"";"1957-1961";"Lisboa";"Arte";"Negreiros, José de Almada  Monteiro, Pardal";"";"Gonçalo Rodrigues"
"Almada Negreiros e Sarah Affonso";"1562";"/images/NAeSA/MB_AN_123.jpg";"";"Negreiros, José de Almada";"Estudo para a decoração da fachada da Faculdade de Letras: «Prometeu Agrilhoado»";"Estudo para a decoração da fachada da Faculdade de Letras: «Prometeu Agrilhoado» ";"";"";"Estudo para as gravuras da Cidade Universitária - Faculdade de Letras da Universidade de Lisboa: «Prometeu Agrilhoado» (Ésquilo); (projecto do arquitecto Pardal Monteiro).";"Arte";"Desenho";"";"Estudo a lápis sobre papel vegetal.";"36 x 52,5 cm ";"A.M. Pascoal,  A Cidade do Saber. Estudo do Património Artístico Integrado nos Edifícios Projectados pelo Arquitecto Porfírio Pardal Monteiro para a Cidade Universitária de Lisboa (1934-1961), Dissertação de Mestrado em Arte, Património e Teoria do Resta.";"";"";"";"Crédito fotográfico e pré-inventário Nicole de Oliveira Marques.     ";"MB_AN_123";"Informação Protegida";"Regular.  ";"Colecção Particular";"";"";"Data atribuída de acordo com o período dos trabalhos de decoração para a Cidade Universitária.";"";"";"1957-1961";"Lisboa";"Arte";"Negreiros, José de Almada  Monteiro, Pardal";"";"Gonçalo Rodrigues"
"Almada Negreiros e Sarah Affonso";"1564";"/images/NAeSA/MB_AN_125.jpg";"";"Negreiros, José de Almada";"Estudo para a decoração da fachada da Faculdade de Letras: «Odisseia»";"Estudo para a decoração da fachada da Faculdade de Letras: «Odisseia» ";"";"";"Estudo para as gravuras da Cidade Universitária - Faculdade  de Letras da Universidade de Lisboa: «Odisseia», episódio de Ulisses e Neptuno (Homero); (projecto do arquitecto Pardal Monteiro).";"Arte";"Desenho";"";"Estudo a lápis sobre papel vegetal";"41 cm x 58 cm sem moldura.";"A.M. Pascoal,  A Cidade do Saber. Estudo do Património Artístico Integrado nos Edifícios Projectados pelo Arquitecto Porfírio Pardal Monteiro para a Cidade Universitária de Lisboa (1934-1961) , Dissertação de Mestrado em Arte, Património e Teoria do Resta";"";"";"";"Crédito fotográfico e pré-inventário Nicole de Oliveira Marques.     ";"MB_AN_125";"Informação Protegida";"Regular.  ";"Colecção Particular";"";"";"Data atribuída de acordo com o período dos trabalhos de decoração para a Cidade Universitária.";"";"";"1957-1961";"Lisboa";"Arte";"Negreiros, José de Almada  Monteiro, Pardal";"";"Gonçalo Rodrigues"
"Almada Negreiros e Sarah Affonso";"1565";"/images/NAeSA/MB_AN_126.jpg";"";"Negreiros, José de Almada";"Estudo para a decoração da fachada da Faculdade de Letras: «Odisseia»";"Estudo para a decoração da fachada da Faculdade de Letras: «Odisseia» ";"";"";"Estudo para as gravuras da Cidade Universitária - Faculdade de Letras da Universidade de Lisboa: «Odisseia», episódio de Ulisses e Neptuno (Homero); (projecto do arquitecto Pardal Monteiro).";"Arte";"Desenho";"";"Estudo a esforgráfica vermelha, preta e verde sobre papel vegetal.";"47,5 cm x 50 cm sem moldura";"A.M. Pascoal,  A Cidade do Saber. Estudo do Património Artístico Integrado nos Edifícios Projectados pelo Arquitecto Porfírio Pardal Monteiro para a Cidade Universitária de Lisboa (1934-1961), Dissertação de Mestrado em Arte, Património e Teoria do Resta.";"";"";"";"Crédito fotográfico e pré-inventário Nicole de Oliveira Marques.     ";"MB_AN_126";"Informação Protegida";"Regular.  ";"Colecção Particular";"";"";"Data atribuída de acordo com o período dos trabalhos de decoração para a Cidade Universitária.";"";"";"1957-1961";"Lisboa";"Arte";"Negreiros, José de Almada  Monteiro, Pardal";"";"Gonçalo Rodrigues"
"Almada Negreiros e Sarah Affonso";"1561";"/images/NAeSA/MB_AN_122.jpg";"";"Negreiros, José de Almada";"Estudo para a decoração da fachada da Faculdade de Letras: «Expulsão do Paraíso» e «Prometeu»";"Estudo para a decoração da fachada da Faculdade de Letras: «Expulsão do Paraíso» e «Prometeu»";"";"";"Estudo para as gravuras da Cidade Universitária - Faculdade de Letras da Universidade de Lisboa: «Expulsão do Paraíso» (Génesis 3, 1-23), em cima, e «Prometeu» (Ésquilo), em baixo; (projecto do arquitecto Pardal Monteiro).";"Arte";"Desenho";"";"Estudo a lápis e esferográfica preta e vermelha sobre papel.";"43 cm x 61 cm sem moldura";"A.M. Pascoal,  A Cidade do Saber. Estudo do Património Artístico Integrado nos Edifícios Projectados pelo Arquitecto Porfírio Pardal Monteiro para a Cidade Universitária de Lisboa (1934-1961) , Dissertação de Mestrado em Arte, Património e Teoria do Resta";"";"";"";"Crédito fotográfico e pré-inventário Nicole de Oliveira Marques.     ";"MB_AN_122";"Informação Protegida";"Regular.  ";"Colecção Particular";"";"";"Data atribuída de acordo com o período dos trabalhos de decoração para a Cidade Universitária.";"";"";"1957-1961";"Lisboa";"Arte";"Negreiros, José de Almada  Monteiro, Pardal";"";"Gonçalo Rodrigues"
"Almada Negreiros e Sarah Affonso";"1566";"/images/NAeSA/MB_AN_127.jpg";"";"Negreiros, José de Almada";"Estudo para a decoração da fachada da Faculdade de Letras: «Eneida»";"Estudo para a decoração da fachada da Faculdade de Letras: «Eneida» ";"";"";"Estudo para as gravuras da Cidade Universitária - Faculdade de Letras da Universidade de Lisboa: «Eneida» (Virgílio); (projecto do arquitecto Pardal Monteiro).";"Arte";"Desenho";"";"Estudo a lápis sobre papel vegetal.";"46 x 30 cm ";"A.M. Pascoal,  A Cidade do Saber. Estudo do Património Artístico Integrado nos Edifícios Projectados pelo Arquitecto Porfírio Pardal Monteiro para a Cidade Universitária de Lisboa (1934-1961), Dissertação de Mestrado em Arte, Património e Teoria do Resta";"";"";"";"Crédito fotográfico e pré-inventário Nicole de Oliveira Marques.     ";"MB_AN_127";"Informação Protegida";"Regular.  ";"Colecção Particular";"";"";"Data atribuída de acordo com o período dos trabalhos de decoração para a Cidade Universitária.";"";"";"1957-1961";"Lisboa";"Arte";"Negreiros, José de Almada  Monteiro, Pardal";"";"Gonçalo Rodrigues"
"Almada Negreiros e Sarah Affonso";"1587";"/images/NAeSA/MB_AN_131.jpg";"";"Negreiros, José de Almada";"Estudo para a decoração da fachada da Faculdade de Letras: «D. Quixote de la Mancha»";"Estudo para a decoração da fachada da Faculdade de Letras: «D. Quixote de la Mancha»";"";"";"Estudo para as gravuras da Cidade Universitária - Faculdade de Letras da Universidade de Lisboa: «D. Quixote de la Mancha» (Miguel de Cervantes), à direita. (Projecto do Arquitecto Pardal Monteiro).";"Arte";"Desenho";"";"Estudo a lápis e esferográfica preta e vermelha sobre papel vegetal.";"74 x 20 cm ";"A.M. Pascoal,  A Cidade do Saber. Estudo do Património Artístico Integrado nos Edifícios Projectados pelo Arquitecto Porfírio Pardal Monteiro para a Cidade Universitária de Lisboa (1934-1961), Dissertação de Mestrado em Arte, Património e Teoria do Resta";"";"";"";"Crédito fotográfico e pré-inventário Nicole de Oliveira Marques.     ";"MB_AN_131";"Informação Protegida";"Regular.  ";"Colecção Particular";"";"";"Data atribuída de acordo com o período dos trabalhos de decoração para a Cidade Universitária.";"";"";"1957-1961";"Lisboa";"Arte";"Negreiros, José de Almada  Monteiro, Pardal";"";"Gonçalo Rodrigues"
"Almada Negreiros e Sarah Affonso";"1569";"/images/NAeSA/MB_AN_130.jpg";"";"Negreiros, José de Almada";"Estudo para a decoração da fachada da Faculdade de Letras: «Auto da Lusitânia», «Santo António de Lisboa» e «D. Quixote de la Mancha»";"Estudo para a decoração da fachada da Faculdade de Letras: «Auto da Lusitânia», «Santo António de Lisboa» e «D. Quixote de la Mancha»";"";"";"Estudo para as gravuras da Cidade Universitária - Faculdade de Letras da Universidade de Lisboa: «Auto da Lusitânia» (Gil Vicente), em cima, «Santo António de Lisboa», em baixo, e «D. Quixote de la Mancha» (Miguel de Cervantes), à direita.";"Arte";"Desenho";"";"Estudo a esferográfica verde e cor-de-rosa sobre papel vegetal.";"74,5 x 59 cm ";"A.M. Pascoal,  A Cidade do Saber. Estudo do Património Artístico Integrado nos Edifícios Projectados pelo Arquitecto Porfírio Pardal Monteiro para a Cidade Universitária de Lisboa (1934-1961), Dissertação de Mestrado em Arte, Património e Teoria do Resta.";"";"";"";"Crédito fotográfico e pré-inventário Nicole de Oliveira Marques.     ";"MB_AN_130";"Informação Protegida";"Regular.  ";"Colecção Particular";"";"";"Data atribuída de acordo com o período dos trabalhos de decoração para a Cidade Universitária.";"";"";"1957-1961";"Lisboa";"Arte";"Monteiro, Pardal Negreiros, José de Almada";"";"Gonçalo Rodrigues"
"Almada Negreiros e Sarah Affonso";"1568";"/images/NAeSA/MB_AN_129.jpg";"";"Negreiros, José de Almada";"Estudo para a decoração da fachada da Faculdade de Letras: «A Divina Comédia»";"Estudo para a decoração da fachada da Faculdade de Letras: «A Divina Comédia» ";"";"";"Estudo para as gravuras da Cidade Universitária - Faculdade de Letras da Universidade de Lisboa: «A Divina Comédia» (Dante Alighieri); (projecto do arquitecto Pardal Monteiro).";"Arte";"Desenho";"";"Estudo a esferográfica verde e preta sobre papel vegetal.";"27,6 x 30 cm";"A.M. Pascoal,  A Cidade do Saber. Estudo do Património Artístico Integrado nos Edifícios Projectados pelo Arquitecto Porfírio Pardal Monteiro para a Cidade Universitária de Lisboa (1934-1961), Dissertação de Mestrado em Arte, Património e Teoria do Resta.";"";"";"";"Crédito fotográfico e pré-inventário Nicole de Oliveira Marques.     ";"MB_AN_129";"Informação Protegida";"Razoável.";"Colecção Particular";"";"";"Data atribuída de acordo com o período dos trabalhos de decoração para a Cidade Universitária.";"";"";"1957-1961";"Lisboa";"Arte";"Negreiros, José de Almada  Monteiro, Pardal";"";"Gonçalo Rodrigues"
"Almada Negreiros e Sarah Affonso";"1592";"/images/NAeSA/MB_AN_136.jpg";"";"Negreiros, José de Almada";"Estudo para a decoração da fachada da Faculdade de Letras: Hamlet";"Estudo para a decoração da fachada da Faculdade de Letras: Hamlet";"";"";"Estudo para as gravuras da Cidade Universitária - Faculdade de Letras da Universidade de Lisboa: Hamlet, de William Shakespeare. (Projecto do arquitecto Pardal Monteiro)";"Arte";"Desenho";"";"Estudo a lápis, esferográfica preta, verde e vermelha sobre papel vegetal";"23 x 30 cm ";"A.M. Pascoal,  A Cidade do Saber. Estudo do Património Artístico Integrado nos Edifícios Projectados pelo Arquitecto Porfírio Pardal Monteiro para a Cidade Universitária de Lisboa (1934-1961), Dissertação de Mestrado em Arte, Património e Teoria do Resta";"";"";"";"Crédito fotográfico e pré-inventário Nicole de Oliveira Marques.     ";"MB_AN_136";"Informação Protegida";"   ";"Colecção Particular";"";"";"Data atribuída de acordo com o período dos trabalhos de decoração para a Cidade Universitária.";"";"";"1957-1961";"Lisboa";"Arte";"Negreiros, José de Almada  Monteiro, Pardal";"";"Gonçalo Rodrigues"
"Almada Negreiros e Sarah Affonso";"1559";"/images/NAeSA/MB_AN_120.jpg";"";"Negreiros, José de Almada";"Estudo para a decoração da fachada da Faculdade de Letras";"Estudo para a decoração da fachada da Faculdade de Letras";"";"";"Esquema escrito por José de Almada Negreiros sobre o plano das gravuras que compõem a fachada da Faculdade de Letras da Universidade de Lisboa.";"Arte";"Desenho";"";"Estudo a esferográfica preta sobre papel.";"21 cm x 27 cm sem moldura";"A.M. Pascoal,  A Cidade do Saber. Estudo do Património Artístico Integrado nos Edifícios Projectados pelo Arquitecto Porfírio Pardal Monteiro para a Cidade Universitária de Lisboa (1934-1961), Dissertação de Mestrado em Arte, Património e Teoria do Resta.";"";"";"";"Crédito fotográfico e pré-inventário Nicole de Oliveira Marques.   ";"MB_AN_120";"Informação Protegida";"Regular.  ";"Colecção Particular";"";"";"Data atribuída de acordo com o período dos trabalhos de decoração para a Cidade Universitária.";"";"";"1957-1961";"Lisboa";"Arte";"Negreiros, José de Almada  Monteiro, Pardal";"";"Gonçalo Rodrigues"
"Almada Negreiros e Sarah Affonso";"1588";"/images/NAeSA/MB_AN_138.jpg";"";"Negreiros, José de Almada";"Estudo para a decoração da fachada da Faculdade de Letras";"Estudo para a decoração da fachada da Faculdade de Letras";"";"";"Estudo para as gravuras da Cidade Universitária - Faculdade de Letras da Universidade de Lisboa.";"Arte";"Desenho";"";"Estudo a esferográfica verde, cor-de-rosa e preto sobre papel vegetal.";"75  x 49,5 cm ";"A.M. Pascoal,  A Cidade do Saber. Estudo do Património Artístico Integrado nos Edifícios Projectados pelo Arquitecto Porfírio Pardal Monteiro para a Cidade Universitária de Lisboa (1934-1961), Dissertação de Mestrado em Arte, Património e Teoria do Resta";"";"";"";"Crédito fotográfico e pré-inventário Nicole de Oliveira Marques.     ";"MB_AN_132";"Informação Protegida";"   ";"Colecção Particular";"";"";"Data atribuída de acordo com o período dos trabalhos de decoração para a Cidade Universitária.";"";"";"1957-1961";"Lisboa";"Arte";"Negreiros, José de Almada  Monteiro, Pardal";"";"Gonçalo Rodrigues"
"Almada Negreiros e Sarah Affonso";"1589";"/images/NAeSA/MB_AN_133.jpg";"";"Negreiros, José de Almada";"Estudo para a decoração da fachada da Faculdade de Letras";"Estudo para a decoração da fachada da Faculdade de Letras";"";"";"Estudo para as gravuras da Cidade Universitária - Faculdade de Letras  da Universidade de Lisboa: evocação de ""Os Lusíadas"", fixando Vasco da Gama ante a Máquina do Mundo (Canto X).";"Arte";"Desenho";"";"Estudo a lápis, esferógráfica preta e verde sobre papel vegetal.";"38 x 50 cm ";"A.M. Pascoal,  A Cidade do Saber. Estudo do Património Artístico Integrado nos Edifícios Projectados pelo Arquitecto Porfírio Pardal Monteiro para a Cidade Universitária de Lisboa (1934-1961), Dissertação de Mestrado em Arte, Património e Teoria do Resta";"";"";"";"Crédito fotográfico e pré-inventário Nicole de Oliveira Marques.     ";"MB_AN_133";"Informação Protegida";"   ";"Colecção Particular";"";"";"Data atribuída de acordo com o período dos trabalhos de decoração para a Cidade Universitária.";"";"";"1957-1961";"Lisboa";"Arte";"Negreiros, José de Almada  Monteiro, Pardal";"";"Gonçalo Rodrigues"
"Almada Negreiros e Sarah Affonso";"1591";"/images/NAeSA/MB_AN_135.jpg";"";"Negreiros, José de Almada";"Estudo para a decoração da fachada da Faculdade de Letras";"Estudo para a decoração da fachada da Faculdade de Letras";"";"";"Estudo para as gravuras da Cidade Universitária - Faculdade de Letras da Universidade de Lisboa. (Projecto do arquitecto Pardal Monteiro)";"Arte";"Desenho";"";"Estudo a lápis e esferográfica preta e verde sobre papel vegetal.";"27,6 x 30 cm ";"A.M. Pascoal,  A Cidade do Saber. Estudo do Património Artístico Integrado nos Edifícios Projectados pelo Arquitecto Porfírio Pardal Monteiro para a Cidade Universitária de Lisboa (1934-1961), Dissertação de Mestrado em Arte, Património e Teoria do Resta";"";"";"";"Crédito fotográfico e pré-inventário Nicole de Oliveira Marques.     ";"MB_AN_135";"Informação Protegida";"   ";"Colecção Particular";"";"";"Data atribuída de acordo com o período dos trabalhos de decoração para a Cidade Universitária.";"";"";"1957-1961";"Lisboa";"Arte";"Negreiros, José de Almada  Monteiro, Pardal";"";"Gonçalo Rodrigues"
"Almada Negreiros e Sarah Affonso";"1594";"/images/NAeSA/MB_AN_138.jpg";"";"Negreiros, José de Almada";"Estudo para a decoração da fachada da Faculdade de Letras";"Estudo para a decoração da fachada da Faculdade de Letras";"";"";"Estudo para as gravuras da Cidade Universitária - Faculdade de Letras da Universidade de Lisboa: evocação a Dostoiévsky. (Projecto do arquitecto Pardal Monteiro)";"Arte";"Desenho";"";"Estudo a esferográfica verde, cor-de-rosa e preto sobre papel vegetal";"30,5 x 47 cm";"A.M. Pascoal,  A Cidade do Saber. Estudo do Património Artístico Integrado nos Edifícios Projectados pelo Arquitecto Porfírio Pardal Monteiro para a Cidade Universitária de Lisboa (1934-1961), Dissertação de Mestrado em Arte, Património e Teoria do Resta.";"";"";"";"Crédito fotográfico e pré-inventário Nicole de Oliveira Marques.     ";"MB_AN_138";"Informação Protegida";"   ";"Colecção Particular";"";"";"Data atribuída de acordo com o período dos trabalhos de decoração para a Cidade Universitária.";"";"";"1957-1961";"Lisboa";"Arte";"Negreiros, José de Almada  Monteiro, Pardal";"";"Gonçalo Rodrigues"
"Almada Negreiros e Sarah Affonso";"1595";"/images/NAeSA/MB_AN_139.jpg";"";"Negreiros, José de Almada";"Estudo para a decoração da fachada da Faculdade de Letras";"Estudo para a decoração da fachada da Faculdade de Letras";"";"";"Estudo para as gravuras da Cidade Universitária - Faculdade de Letras da Universidade de Lisboa:  Eurico, o Presbítero  (Alexandre Herculano), em cima; e «Soneto à Virgem», em baixo (Antero de Quental). (Projecto do arquitecto Pardal Monteiro).";"Arte";"Desenho";"";"Estudo a lápis sobre papel vegetal.";"74 x 25,5 cm ";"A.M. Pascoal,  A Cidade do Saber. Estudo do Património Artístico Integrado nos Edifícios Projectados pelo Arquitecto Porfírio Pardal Monteiro para a Cidade Universitária de Lisboa (1934-1961), Dissertação de Mestrado em Arte, Património e Teoria do Resta.";"";"";"";"Crédito fotográfico e pré-inventário Nicole de Oliveira Marques.     ";"MB_AN_139";"Informação Protegida";"   ";"Colecção Particular";"";"";"Data atribuída de acordo com o período dos trabalhos de decoração para a Cidade Universitária.";"";"";"1957-1961";"Lisboa";"Arte";"Negreiros, José de Almada  Monteiro, Pardal";"";"Gonçalo Rodrigues"
"Almada Negreiros e Sarah Affonso";"1596";"/images/NAeSA/MB_AN_140.jpg";"";"Negreiros, José de Almada";"Estudo para a decoração da fachada da Faculdade de Letras";"Estudo para a decoração da fachada da Faculdade de Letras";"";"";"Estudo para as gravuras da Cidade Universitária - Faculdade de Letras da Universidade de Lisboa:  evocação a Viagens na Minha Terra, de Almeida Garrett, em cima; e Eça de Queirós, em baixo.";"Arte";"Desenho";"";"Estudo a esferográfica preta e verde sobre papel vegetal";"75 x 25 cm ";"A.M. Pascoal,  A Cidade do Saber. Estudo do Património Artístico Integrado nos Edifícios Projectados pelo Arquitecto Porfírio Pardal Monteiro para a Cidade Universitária de Lisboa (1934-1961), Dissertação de Mestrado em Arte, Património e Teoria do Resta";"";"";"";"Crédito fotográfico e pré-inventário Nicole de Oliveira Marques.     ";"MB_AN_140";"Informação Protegida";"   ";"Colecção Particular";"";"";"Data atribuída de acordo com o período dos trabalhos de decoração para a Cidade Universitária.";"";"";"1957-1961";"Lisboa";"Arte";"Negreiros, José de Almada  Monteiro, Pardal";"";"Gonçalo Rodrigues"
"Almada Negreiros e Sarah Affonso";"1597";"/images/NAeSA/MB_AN_141.jpg";"";"Negreiros, José de Almada";"Estudo para a decoração da fachada da Faculdade de Letras";"Estudo para a decoração da fachada da Faculdade de Letras";"";"";"Estudo para as gravuras da Cidade Universitária - Faculdade de Letras da Universidade de Lisboa:  evocação a Correspondência de Fradique Mendes, de Eça de Queirós. (Projecto do arquitecto Pardal Monteiro)";"Arte";"Desenho";"";"Estudo a tinta-da-china sobre papel.";"56,5 x 77 cm ";"A.M. Pascoal,  A Cidade do Saber. Estudo do Património Artístico Integrado nos Edifícios Projectados pelo Arquitecto Porfírio Pardal Monteiro para a Cidade Universitária de Lisboa (1934-1961), Dissertação de Mestrado em Arte, Património e Teoria do Resta.";"";"";"";"Crédito fotográfico e pré-inventário Nicole de Oliveira Marques.     ";"MB_AN_141";"Informação Protegida";"   ";"Colecção Particular";"";"";"Data atribuída de acordo com o período dos trabalhos de decoração para a Cidade Universitária.";"";"";"1957-1961";"Lisboa";"Arte";"Negreiros, José de Almada  Monteiro, Pardal";"";"Gonçalo Rodrigues"
"Almada Negreiros e Sarah Affonso";"1598";"/images/NAeSA/MB_AN_142.jpg";"";"Negreiros, José de Almada";"Estudo para a decoração da fachada da Faculdade de Letras";"Estudo para a decoração da fachada da Faculdade de Letras";"";"";"Estudo para as gravuras da Cidade Universitária - Faculdade de Letras da Universidade de Lisboa:  Correspondência de Fradique Mendes  (Eça de Queirós). (Projecto do arquitecto Pardal Monteiro).";"Arte";"Desenho";"";"Estudo a esferográfica preta e verde sobre papel vegetal.";"30,1 x 30 cm ";"A.M. Pascoal,  A Cidade do Saber. Estudo do Património Artístico Integrado nos Edifícios Projectados pelo Arquitecto Porfírio Pardal Monteiro para a Cidade Universitária de Lisboa (1934-1961), Dissertação de Mestrado em Arte, Património e Teoria do Resta";"";"";"";"Crédito fotográfico e pré-inventário Nicole de Oliveira Marques.     ";"MB_AN_142";"Informação Protegida";"   ";"Colecção Particular";"";"";"Data atribuída de acordo com o período dos trabalhos de decoração para a Cidade Universitária.";"";"";"1957-1961";"Lisboa";"Arte";"Negreiros, José de Almada  Monteiro, Pardal";"";"Gonçalo Rodrigues"
