Fundo,Imagem,PDF,Autor,Titulo,Titulos atríbuidos,Notas de edição,Idioma,Edição / Descrição geral,Categoria,Subcategoria,Legendas,Descrição Material,Dimensões,Itens relacionados,Cota,Data,Locais,Palavras chave,Identificador
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1547.JPG,,Almada Negreiros,Sem título,,,,Esboço geométrico não identificável sobre papel recortado,Geometria,,,Caneta de tinta branca sobre cartolina preta,60 x 28 cm (papel dobrado ao meio),ANSA-A-1546,ANSA-A-1547,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/3962
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1566-1.JPG,,Almada Negreiros,Sem título,,As seis folhas do conjunto têm por cotas ANSA-A-1566-1 a ANSA-A-1566-6,,"Conjunto de 6 folhas com esboços vários, inacabados.",Geometria,,,Grafite e caneta de tinta preta sobre papel quadriculado à mão,"61 x 42,5 cm",ANSA-A-1548 a ANSA-A-1568ANSA-A-1569 a ANSA-A-1616,ANSA-A-1566,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/3981
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1625.JPG,,Almada Negreiros,Sem título,,,,Página com alguns esboços geométricos não identificados.,Geometria,,,Grafite e esferográfica sobre papel quadriculado.,67 x 45 cm,,ANSA-A-1625,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4040
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1627-1.JPG,,Almada Negreiros,Sem título,,"A imagem disponível em modernismo.pt corresponde a ANSA-A-1627-1: um estudo para a obra sem título, nº367 do catálogo de exposição ""José de Almada Negreiros, uma maneira de ser moderno"" (2017), p. 366.",,Conjunto de esboços variados inscritos em cinco folhas de características formais semelhantes: ANSA-A-1627-1 a ANSA-A-1627-5. Os esboços aparentam ser estudos para obras várias do autor.,Arte,,,Materiais diversos sobre papel.,"c. 51 x 63,5 cm",,ANSA-A-1627,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4042
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1628.JPG,,Almada Negreiros,Sem título,,,,Conjunto de papéis com desenhos vários sobre papel químico para decalque.,,,,Grafite sobre papel químico para decalque.,Variadas,,ANSA-A-1628,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4043
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1377.JPG,,"Negreiros, José de Almada",Sem título,Retrato do arquitecto José de Almada Negreiros,Desenho assinado e datado.Título atribuído em função da publicação referida.,,"Retrato do filho José, com 12 anos.",Arte,,almada47,Grafite sobre papel colado em cartolina,50 x 50 cm,,ANSA-A-1377,1947,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4046
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1381.JPG,,"Negreiros, José de Almada",Sem título,,Assinado e datado.,Português,Desenho do que parece ser um jogador de cricket.,Arte,,AlmadaEstoril8 - 48,Caneta de tinta sépia sobre papel.,30 x 22 cm,,ANSA-A-1381,1948,Estoril,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4050
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1390.JPG,,"Negreiros, José de Almada",Sem título,,,,Esboço para a decoração da Faculdade de Direito da Universidade de Lisboa.,Arte,,,Esferográfica e caneta de tinta sobre papel colado em cartolina,100 x 30 cm,,ANSA-A-1390,c.1957,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4059
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1392.JPG,,"Negreiros, José de Almada",Sem título,,,,Esboço para a decoração da Faculdade de Direito da Universidade de Lisboa.,Arte,,,"Grafite, esferográfica e tinta da china sobre papel vegetal.","31 x 41,5 cm",,ANSA-A-1392,c.1957,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4061
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1394.JPG,,"Negreiros, José de Almada",Sem título,,,,Esboço para a decoração da Faculdade de Direito da Universidade de Lisboa.,Arte,,,"Grafite, esferográfica e tinta da china sobre papel vegetal.","30 x 37,5 cm",,ANSA-A-1394,c.1957,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4063
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1395.JPG,,"Negreiros, José de Almada",Sem título,,,,Esboço para a decoração da Faculdade de Direito da Universidade de Lisboa.,Arte,,,"Grafite, esferográfica e tinta da china sobre papel vegetal.","40,5 x 40 cm",,ANSA-A-1395,c.1957,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4064
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1396.JPG,,"Negreiros, José de Almada",Sem título,,,,"Estudo para ""A Rainha D. Maria II recebe do Duque de Ávila e Bolama o decreto de criação do Tribunal de Contas em 1849” e esboço para a decoração da Faculdade de Direito da Universidade de Lisboa.",Arte,,,"Grafite, esferográfica e tinta da china sobre papel vegetal."," 28,5 x 48  cm",,ANSA-A-1396,c.1957,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4065
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1397.JPG,,"Negreiros, José de Almada",Sem título,,,,Esboço para a decoração da Faculdade de Direito da Universidade de Lisboa.,Arte,,,Grafite e tinta da china sobre papel vegetal.,34 x 50 cm,,ANSA-A-1397,c. 1957,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4066
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1399.JPG,,"Negreiros, José de Almada",Sem título,,,,Esboço para a decoração da Faculdade de Direito da Universidade de Lisboa.,Arte,,,Grafite sobre papel vegetal., 74 x 32 cm (com dobra),,ANSA-A-1399,c. 1957,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4067
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1400.JPG,,"Negreiros, José de Almada",Sem título,,,,Esboço para a decoração da Faculdade de Direito da Universidade de Lisboa.,Arte,,,Grafite e esferográfica sobre papel vegetal.,"24,5 x 42 cm ",,ANSA-A-1400,c. 1957,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4069
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1401.JPG,,"Negreiros, José de Almada",Sem título,,,,Esboço para a decoração da Faculdade de Direito da Universidade de Lisboa.,Arte,,,"Grafite, esferográfica e caneta de tinta sobre papel vegetal.",40 x 40 cm,,ANSA-A-1401,c. 1957,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4070
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1432.JPG,,"Negreiros, José de Almada",Sem título,Estudo para “A rainha d. Maria II recebe do Duque de Ávila e Bolama o decreto de criação do Tribunal de Contas em 1849”,,,"Estudo para o quadro a óleo, para o Tribunal de Contas, em Lisboa, em que se representa a Rainha D. Maria II a receber o Duque de Ávila que lhe leva o Decreto da Criação do Tribunal de Contas, em 1849.",Arte,Arte / Desenho,,Grafite sobre papel vegetal.,72 x 100 cm,MB_AN_47ANSA-A-87ANSA-A-1341ANSA-A-1348,ANSA-A-1432,1958,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4380
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1437.JPG,,"Negreiros, José de Almada",Sem título,,,,Estudo para cenário (?),Arte,Desenho,,Grafite e aguarela sobre papel,"46 x 69,5 cm",ANSA-A-1466ANSA-A-1467,ANSA-A-1437,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4419
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-14381.JPG,,"Negreiros, José de Almada",Sem título,,,,"Possíveis estudos de cenário e figurinos para a ""Princesa dos sapatos de Ferro"", bailado de Ruy Coelho levado à cena no Teatro de São Carlos, em Lisboa (1918), e que contou com Almada como coreógrafo, intérprete e figurinista.",Arte,Desenho,,Grafite sobre papel,"45,5 x 70 cm",,ANSA-A-1438,c.1918,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4421
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1450.JPG,,"Negreiros, José de Almada",Sem título,,,,Esboço de três figuras,Arte,Desenho,,Grafite sobre papel.,65 x 50 cm,,ANSA-A-1450,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4438
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1451.JPG,,"Negreiros, José de Almada",Sem título,,,,Esboço de figuras,Arte,Desenho,,Grafite sobre papel.,65 x 50 cm,,ANSA-A-1451,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4439
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1452.JPG,,"Negreiros, José de Almada",Sem título,,,,Esboço de duas figuras abraçadas,Arte,Desenho,,Grafite sobre papel.,63 x 48 cm,,ANSA-A-1452,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4440
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1453.JPG,,"Negreiros, José de Almada",Sem título,,,,Esboço de cavalo fardado,Arte,Desenho,,Grafite sobre papel.,49 x 67 cm,,ANSA-A-1453,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4477
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1454.JPG,,"Negreiros, José de Almada",Sem título,,,,"Esboço de duas figuras abraçadas, estilizadas geometricamente",Arte,Desenho,,Grafite sobre papel.,50 x 65 cm,,ANSA-A-1454,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4478
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1456.JPG,,"Negreiros, José de Almada",Sem título,,,,Esboço de duas figuras abraçadas,Arte,Desenho,,Grafite sobre papel.,70 x 50 cm,,ANSA-A-1456,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4479
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1455.JPG,,"Negreiros, José de Almada",Sem título,,,,"Esboço de rosto, estilizado",Arte,Desenho,,Grafite sobre papel.,50 x 35 cm,,ANSA-A-1455,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4480
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1457.JPG,,"Negreiros, José de Almada",Sem título,,,,Composições variadas em quadrados: possíveis esboços para azulejos (?),Arte,Desenho,,Grafite sobre papel.,45 x 69 cm,,ANSA-A-1457,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4481
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1459.JPG,,"Negreiros, José de Almada",Sem título,,,,Esboço de duas figuras,Arte,Desenho,,Esferográfica vermelha sobre papel,25 x 21 cm,,ANSA-A-1459,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4483
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1460.JPG,,"Negreiros, José de Almada",Sem título,,,,Cabeça de cavalo,Arte,Desenho,,Grafite sobre papel,43 x 30 cm,,ANSA-A-1460,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4484
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1461.JPG,,"Negreiros, José de Almada",Sem título,,,,"Figura feminina sentada sobre um banco, de costas.",Arte,Desenho,,Grafite sobre papel,58 x 42 cm,,ANSA-A-1461,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4485
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1466.JPG,,"Negreiros, José de Almada",Sem título,,,,Estudo para cenário (?),Arte,Desenho,,Grafite e aguarela sobre papel," 65,5 x 100 cm",ANSA-A-1437ANSA-A-1467,ANSA-A-1466,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4490
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1467.JPG,,"Negreiros, José de Almada",Sem título,,,,Estudo para cenário (?),Arte,Desenho,,Grafite e aguarela sobre papel," 65,5 x 100 cm",ANSA-A-1437ANSA-A-1466,ANSA-A-1467,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4491
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1629-1.JPG,,Almada Negreiros,Sem título,,,,"Conjunto de seis folhas (ANSA-A-1629-1 a ANSA-A-1629-6) com esboços geométricos vários sobre a divisão de circunferências em partes iguais, o Ponto de Bauhütte e  os Painéis de S. Vicente",Geometria,Desenho,,Materiais riscadores vários sobre papel quadriculado,67 x 45 cm,,ANSA-A-1629,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4492
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1633-1.JPG,,Almada Negreiros,Sem título,,,Português,"Três folhas (ANSA-A-1633-1 a ANSA-A-1633-3), parte de caderno com texto manuscrito, dedicado a temas geométricos.",Geometria,Desenho,,Materiais riscadores vários sobre papel quadriculado à mão,"Dimensões variáveis, sendo a maior 50 x 33 cm (dobrada ao meio)",ANSA-A-1632,ANSA-A-1633,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4495
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1636-1.JPG,,Almada Negreiros,Sem título,,"No conjunto de 7 folhas de dimensões iguais estava uma folha de dimensões menores, que teria estado acoplada a outra com um clip, entretanto retirado mas com as respectivas marcas de oxidação.",,"Conjunto de oito desenhos (ANSA-A-1636-1 a ANSA-A-1636-8) dedicados à relação entre círculo e quadrado. Parecem ser coerentes com outros estudos para a obra “Estudo em fio”, com data atribuída 1950 e restaurada no Instituto José de Figueiredo em 2020 para a Exposição “Almada Negreiros e o Museu Nacional de Arte Antiga” (curadoria de Simão Palmeirim).",Geometria,Arte,,Materiais riscadores vários sobre cartolina e papel ,50 x 65 cm (7 folhas grandes)17 x 22 cm (1 folha pequena),,ANSA-A-1636,c. 1950,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4499
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1637.JPG,,Almada Negreiros,Sem título,,,,Provável estudo da obra Ecce Homo (MNAA),Geometria,,,Grafite e caneta de tinta verde sobre papel vegetal,61 x 34 cm,,ANSA-A-1637,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4500
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1640.JPG,,Almada Negreiros,Sem título,,,,"Folha que contém parte de um esboço que aparenta ser de Almada Negreiros e vários desenhos, textos e contas pela mão de outra pessoa, não identificada.",,,,Grafite sobre papel quadriculado,45 x 34 cm (papel dobrado ao meio),,ANSA-A-1640,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4503
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1648.JPG,,Almada Negreiros,Sem título,,,,Composição geométrica abstrata a preto e branco ,Geometria,Arte,,Grafite e tinta da china sobre papel,22 x  70 cm,,ANSA-A-1648,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4511
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1649-1.JPG,,Almada Negreiros,Sem título,,,,Duas folhas complementares (ANSA-A-1649-1 ANSA-A-1649-2) com estudo geométrico,Geometria,Arte,,Materiais riscadores diversos sobre papel ,70 x 43 cm,,ANSA-A-1649,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4512
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1650.JPG,,Almada Negreiros,Sem título,,,,Estudo geométrico que aparenta ser sobre o posicionamento da obra Ecce Homo no conjunto retabular imaginado por Almada.,Geometria,Arte,,Materiais riscadores diversos sobre papel vegetal,100 x 75 cm,,ANSA-A-1650,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4513
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1653.JPG,,Almada Negreiros,Sem título,,No verso consta um esboço dedicado à sigla que consta na bota de um personagem dos painéis de S. Vicente.,,Esboço geométrico da parede da capela do fundador,Geometria,Arte,,Materiais riscadores vários sobre papel quadriculado sobre papel ,"22,5  x 32 cm ",,ANSA-A-1653,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4516
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1656.JPG,,Almada Negreiros,Sem título,,,,Esboços vários para figuras (Varina ou Centauro do Hotel Ritz),,Arte,,Grafite sobre papel quadriculado,"29,5 x 66,5 cm",,ANSA-A-1656,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4519
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1657.JPG,,Almada Negreiros,Sem título,,"Conjunto de três folhas (ANSA-A-1657-1, ANSA-A-1657-2 e ANSA-A-1657-3) sem relação directa, agrupadas devido ao muito mau estado: afectadas por fungos. ",,Estudos sobre a média e extrema razão e os painéis de S. Vicente.,,,,Materiais riscadores vários sobre duas folhas de papel quadriculado e uma reprodução fotográfica sobre papel.,40 x 26 cm (conjunto),,ANSA-A-1657,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4520
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1658.JPG,,Almada Negreiros,Sem título,,,,Duas folhas (ANSA-A-1658-1 e ANSA-A-1658-2) com esboços vários com anotações geométricas.,,,,Materiais riscadores vários sobre duas folhas de papel vegetal,"37,5 x 25 cm",,ANSA-A-1658,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4521
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1667.JPG,,Almada Negreiros,Sem título,,,,Esboço para composição abstrata.,,,,Esferográfica sobre papel,27 x 21 cm,,ANSA-A-1667,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4530
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1668.JPG,,Almada Negreiros,Sem título,,,,Esboço geométrico,Geometria,,,Grafite e esferográfica sobre papel quadriculado,22 x 33 cm,,ANSA-A-1668,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4531
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1669.JPG,,Almada Negreiros,Sem título,,No meio da página lê-se: “Todos os ângulos não rectos são os complementos 33 55”,Português,Estudos geométricos para grelha de quadrícula 3x3 em função da relação 9/10,Geometria,,,Materiais riscadores diversos sobre papel quadriculado,43 x 32 cm,,ANSA-A-1669,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4532
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1670.JPG,,Almada Negreiros,Sem título,,,,Estudos a propósito de sólidos platónicos.  Este tipo de desenhos resultam num objecto que se encontra no espólio do artista: um cubo com marcações.,Geometria,,,Grafite e caneta de tinta verde e preta sobre papel,43 x 30 cm,,ANSA-A-1670,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4533
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1672.JPG,,Almada Negreiros,Sem título,,,,Estudos geométricos do desenho da sala do trono do palácio de Cnossos,Geometria,,,Materiais riscadores vários sobre papel quadriculado,21 x 33 cm (dobrado ao meio),,ANSA-A-1672,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4535
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1673.JPG,,Almada Negreiros,Sem título,,,Português,Duas folhas uma com um desenho com uma esfera armilar e a outra com lista de eletrodomésticos (ANSA-A-1673-1 ANSA-A-1673-2),,,,Grafite sobre papel,27 x  21 cm ,,ANSA-A-1673,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4536
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1674.JPG,,Almada Negreiros,Sem título,,O papel utilizado é uma carta de divulgação da livraria “A Bibliofila”,Francês,Manuscritos em francês e desenhos geométricos dedicados ao quadrado e ao duplo quadrado.,Geometria,,,Esferográfica sobre papel.,34 x 22 cm,,ANSA-A-1674,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4537
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1676.JPG,,Almada Negreiros,Sem título,,,,Estudo geométrico inacabado,Geometria,,,Grafite sobre papel quadriculado à mão,"50 x 32,5 cm (dobrado ao meio)",,ANSA-A-1676,,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4539
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1677.JPG,,Almada Negreiros,Sem título,,,,Estudo geométrico inacabado,Geometria,,,Grafite sobre papel ,"51 x 31,5 cm (dobrado ao meio)",,ANSA-A-1677,,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4540
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1678-2.JPG,,Almada Negreiros,Sem título,,,,Duas folhas com composições geométricas (ANSA-A-1678-1 ANSA-A-1678-2) ,Geometria,,,Lápis de cor vermelha sobre papel,27 x  21 cm,,ANSA-A-1678,,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4541
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1689.JPG,,"Affonso, Sarah",Sem título,,,,"Dois desenhos, um de cada lado da folha: um desenho de Sarah Affonso (de uma mãe com seu filho) e um desenho do filho de Sarah, José Afonso (de um cavalo), respectivamente.",Arte,,,Grafite sobre papel,"35 x 24,5 cm",,ANSA-A-1689,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4552
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1693.JPG,,"Negreiros, José de Almada",Sem título,,,,Figura geometrizada,Arte,,,Grafite sobre papel,31 x 25 cm,,ANSA-A-1693,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4556
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1694.JPG,,"Negreiros, José de Almada",Sem título,,,,"Estudo para “o sapato”, gravura publicada em 1963, em “Almada: 10 primeiras gravuras riscadas em vidros acrílicos”",Arte,,,Grafite sobre papel (convite da Presidência do Conselho),18 x 12 cm,ANSA-A-1695,ANSA-A-1694,1956-1963,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4557
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1695-10.JPG,,"Negreiros, José de Almada",Sem título,,,,"Conjunto de 20 estudos (ANSA-A-1695-1 a ANSA-A-1695-20) para as gravuras publicadas em 1963, em “Almada: 10 primeiras gravuras riscadas em vidros acrílicos”",Arte,,,"Caneta de tinta preta sobre papel e, num só caso, lápis de cor sobre papel.","27,5 x 20,5 cm",ANSA-A-1694,ANSA-A-1695,c.1963,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4558
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1706.JPG,,"Negreiros, José de Almada",Sem título,,,,Desenho de rosto e outros esboços (rapto de europa no verso),Arte,,,Grafite sobre papel,27 x 21 cm,,ANSA-A-1706,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4569
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1707.JPG,,"Negreiros, José de Almada",Sem título,,Quatro desenhos em duas folhas dobradas ao meio (ANSA-A-1707-1 e 1707-2),,"Vários desenhos: retrato estilizado de Sarah Affonso, estudo para a ilustração de Rondel do Alentejo publicada na Contemporânea n.2 (com inscrição 2), desenho de mulher em banca de venda de pequenas figuras (com inscrição 3) e estudo de um peixe para decorações de festividades.",Arte,,,Grafite sobre papel,32 x 22 cm (dobradas ao meio),,ANSA-A-1707,c. 1922,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4570
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-C-276.JPG,,"Negreiros, José de Almada",sem título,,,Português,Fólio com apenas uma página inscrita: um esboço geométrico.,Geometria,,,Esferográfica verde e vermelha sobre papel liso.,"16 x 12,5 cm (fechado)",,ANSA-C-276,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/5311
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-C-280.JPG,,"Negreiros, José de Almada",sem título,,"Inclui um convite do SNI para exposição de Valadas Coriel, de 1963, anotado no verso com conteúdos semelhantes aos do resto do caderno.",Português,"Caderno com texto que liga os temas: sigla, Figura Superflua, divina proporção e os conceitos de lógico e pré-lógico, Renascença, Contém ainda alguns (poucos) esboços geométricos",Geometria,,,Esferográfica preta e vermelha sobre papel quadriculado.,21 x 15 cm,,ANSA-C-280,Sem data,Batalha,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/5315
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-C-285.JPG,,"Negreiros, José de Almada",sem título,,,Português,Caderno com uma só página inscrita com esboço de traçado geométrico (semelhante a estudos para painel Começar).,Geometria,,,Esferográfica vermelha sobre papel liso,27 x 21 cm,,ANSA-C-285,c. 1960,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/5320
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-C-286.JPG,,"Negreiros, José de Almada",sem título,,,Português,"Caderno desagregado, com conjunto de folhas diversas dedicadas a traçados geométricos, ligando as proporções da pintura Ecce Homo a traçados semelhantes aos do painel Começar",Geometria,,,"14 folhas lisas e duas folha quadriculada, inscritas a materiais riscadores diversos.",27 x 21 cm,,ANSA-C-286,c. 1960,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/5321
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-C-287.JPG,,"Negreiros, José de Almada",sem título,,,Português,"Conjunto de folhas diversas dedicadas a traçados geométricos ligados à investigação sobre os painéis de São Vicente, nomeadamente o traçado da sigla.",Geometria,,,"Cinco folhas de papéis diferentes, de dimensões variáveis e inscritas a materiais riscadores vários.",27 x 21 cm,,ANSA-C-287,c. 1960,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/5322
